Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
18.01.2009 09:40:00,980.42,2.66,277.38,0.43,85.2,7.4,6.3,1.09,4.01,6.43,1235.28,1.45,2.5,198.2
18.01.2009 09:50:00,980.17,2.82,277.57,0.48,84.5,7.48,6.32,1.16,4.02,6.45,1234.21,1.73,2.5,185.7
18.01.2009 10:00:00,979.91,2.82,277.59,0.43,84.2,7.49,6.3,1.18,4.01,6.43,1233.89,1.93,2.75,198.4
18.01.2009 10:10:00,979.69,2.77,277.55,0.39,84.3,7.46,6.29,1.17,4.0,6.42,1233.87,2.23,3.0,200.7
18.01.2009 10:20:00,979.41,2.82,277.62,0.43,84.2,7.48,6.3,1.18,4.01,6.43,1233.28,2.63,3.75,197.0
18.01.2009 10:30:00,979.18,2.83,277.66,0.41,84.0,7.49,6.29,1.2,4.01,6.43,1232.94,3.21,4.38,189.8
18.01.2009 10:40:00,978.96,2.94,277.78,0.44,83.6,7.55,6.31,1.24,4.02,6.44,1232.18,2.68,4.0,183.7
18.01.2009 10:50:00,978.73,3.41,278.27,0.62,81.9,7.8,6.39,1.41,4.07,6.53,1229.76,2.71,4.13,183.2
18.01.2009 11:00:00,978.4,3.6,278.5,0.54,80.3,7.91,6.35,1.56,4.05,6.49,1228.49,2.95,4.5,190.5
18.01.2009 11:10:00,978.24,3.73,278.64,0.53,79.5,7.99,6.35,1.64,4.05,6.49,1227.71,1.83,3.0,190.6
18.01.2009 11:20:00,977.98,4.07,279.01,0.58,77.9,8.18,6.37,1.81,4.06,6.52,1225.86,1.78,3.63,192.3
18.01.2009 11:30:00,977.66,4.47,279.43,0.52,75.4,8.41,6.34,2.07,4.05,6.49,1223.72,3.85,5.5,190.3
18.01.2009 11:40:00,977.43,4.82,279.8,0.46,73.3,8.62,6.32,2.3,4.03,6.46,1221.92,4.17,5.25,185.7
18.01.2009 11:50:00,977.29,4.87,279.86,0.42,72.8,8.65,6.3,2.35,4.02,6.44,1221.52,4.18,6.0,183.6
18.01.2009 12:00:00,976.92,5.05,280.08,0.31,71.3,8.76,6.25,2.51,3.99,6.39,1220.28,5.26,7.13,187.4
18.01.2009 12:10:00,976.63,5.31,280.36,0.09,68.88,8.92,6.15,2.78,3.92,6.29,1218.82,6.28,9.75,192.0
18.01.2009 12:20:00,976.29,5.26,280.34,-0.15,67.98,8.89,6.04,2.85,3.86,6.19,1218.68,6.19,8.63,188.1
18.01.2009 12:30:00,976.07,4.92,280.01,-0.28,68.97,8.68,5.99,2.69,3.82,6.13,1219.93,5.4,7.63,184.5
18.01.2009 12:40:00,975.72,4.83,279.95,-0.39,68.82,8.62,5.93,2.69,3.79,6.08,1219.93,5.54,7.75,183.7
18.01.2009 12:50:00,975.43,4.78,279.92,-0.41,68.99,8.59,5.93,2.66,3.79,6.08,1219.78,4.42,6.25,183.8
18.01.2009 13:00:00,975.48,4.68,279.82,-0.43,69.36,8.54,5.92,2.62,3.78,6.07,1220.26,3.56,5.75,182.7
18.01.2009 13:10:00,975.51,4.7,279.84,-0.4,69.42,8.55,5.93,2.61,3.79,6.08,1220.22,2.82,5.0,191.4
18.01.2009 13:20:00,975.63,4.82,279.94,-0.51,68.29,8.62,5.88,2.73,3.76,6.03,1219.88,5.56,8.88,209.9
18.01.2009 13:30:00,975.68,4.63,279.76,-0.62,68.59,8.51,5.84,2.67,3.73,5.98,1220.76,5.63,8.63,216.7
18.01.2009 13:40:00,975.71,4.39,279.51,-0.75,69.1,8.36,5.78,2.58,3.69,5.92,1221.89,6.98,9.5,218.2
18.01.2009 13:50:00,975.52,4.24,279.37,-0.78,69.69,8.28,5.77,2.51,3.69,5.91,1222.32,6.27,9.38,212.7
18.01.2009 14:00:00,975.05,4.01,279.18,-0.63,71.6,8.14,5.83,2.31,3.73,5.98,1222.72,6.04,9.88,195.3
18.01.2009 14:10:00,974.93,3.85,279.03,-0.52,73.0,8.05,5.88,2.17,3.76,6.03,1223.24,5.87,8.88,190.1
18.01.2009 14:20:00,974.75,3.83,279.03,-0.6,72.7,8.04,5.85,2.2,3.74,6.0,1223.11,6.23,10.75,190.2
18.01.2009 14:30:00,974.55,3.84,279.05,-0.66,72.3,8.05,5.82,2.23,3.72,5.97,1222.83,5.7,9.13,183.1
18.01.2009 14:40:00,974.32,3.85,279.08,-0.71,72.0,8.05,5.8,2.25,3.71,5.95,1222.53,5.56,9.5,188.3
18.01.2009 14:50:00,974.14,3.8,279.04,-0.76,72.0,8.02,5.78,2.25,3.7,5.93,1222.53,6.12,10.5,191.2
18.01.2009 15:00:00,973.95,3.72,278.98,-0.72,72.6,7.98,5.79,2.19,3.71,5.95,1222.62,6.3,9.13,192.2
18.01.2009 15:10:00,973.87,3.58,278.84,-0.62,73.9,7.9,5.84,2.06,3.74,5.99,1223.15,6.99,10.38,185.7
18.01.2009 15:20:00,973.74,3.43,278.7,-0.57,75.0,7.81,5.86,1.95,3.75,6.02,1223.63,5.88,7.38,192.5
18.01.2009 15:30:00,973.62,3.28,278.57,-0.43,76.5,7.74,5.92,1.82,3.79,6.08,1224.09,5.6,8.5,172.1
18.01.2009 15:40:00,973.47,3.12,278.41,-0.33,78.0,7.65,5.96,1.68,3.82,6.13,1224.6,4.56,7.25,180.5
18.01.2009 15:50:00,973.37,3.01,278.31,-0.25,79.1,7.58,6.0,1.59,3.84,6.16,1224.97,4.13,5.38,179.6
18.01.2009 16:00:00,973.17,2.95,278.26,-0.18,79.8,7.55,6.03,1.53,3.86,6.19,1224.96,4.79,6.75,186.1
18.01.2009 16:10:00,973.06,2.89,278.21,-0.14,80.4,7.52,6.05,1.47,3.87,6.21,1225.07,4.1,6.0,176.1
18.01.2009 16:20:00,973.02,2.87,278.2,-0.07,80.9,7.51,6.08,1.43,3.89,6.24,1225.1,3.72,6.0,172.6
18.01.2009 16:30:00,972.95,2.88,278.21,-0.01,81.2,7.51,6.1,1.41,3.91,6.27,1224.96,3.45,5.25,170.2
18.01.2009 16:40:00,972.91,2.93,278.27,0.04,81.2,7.54,6.12,1.42,3.92,6.29,1224.67,2.95,6.0,170.7
18.01.2009 16:50:00,972.86,2.88,278.22,0.06,81.6,7.52,6.13,1.38,3.93,6.3,1224.82,2.51,3.75,160.1
18.01.2009 17:00:00,972.79,2.82,278.16,0.11,82.3,7.48,6.16,1.32,3.95,6.33,1225.0,2.23,4.13,167.1
18.01.2009 17:10:00,972.62,2.83,278.19,0.17,82.6,7.49,6.19,1.3,3.97,6.36,1224.72,3.41,5.88,172.3
18.01.2009 17:20:00,972.5,2.93,278.3,0.21,82.2,7.54,6.2,1.34,3.98,6.38,1224.1,3.49,4.5,180.0
18.01.2009 17:30:00,972.48,3.05,278.42,0.22,81.6,7.61,6.21,1.4,3.98,6.38,1223.56,2.59,4.38,175.6
18.01.2009 17:40:00,972.53,3.13,278.5,0.24,81.2,7.65,6.21,1.44,3.98,6.39,1223.24,2.41,3.38,161.8
18.01.2009 17:50:00,972.47,3.17,278.54,0.23,81.0,7.67,6.21,1.46,3.98,6.39,1223.02,2.31,3.38,163.9
18.01.2009 18:00:00,972.46,3.07,278.44,0.21,81.4,7.62,6.2,1.42,3.98,6.38,1223.46,2.57,3.75,164.6
18.01.2009 18:10:00,972.33,2.96,278.34,0.18,81.9,7.56,6.19,1.37,3.97,6.36,1223.79,3.11,4.5,172.1
18.01.2009 18:20:00,972.45,2.9,278.28,0.14,82.0,7.53,6.17,1.35,3.96,6.35,1224.19,2.88,4.13,188.8
18.01.2009 18:30:00,972.5,3.16,278.53,0.26,81.2,7.67,6.23,1.44,3.99,6.4,1223.09,4.03,6.13,199.5
18.01.2009 18:40:00,972.48,3.37,278.74,0.28,80.1,7.78,6.23,1.55,4.0,6.41,1222.12,3.7,5.88,192.5
18.01.2009 18:50:00,972.65,3.53,278.89,0.36,79.7,7.87,6.27,1.6,4.02,6.45,1221.62,4.53,7.25,199.7
18.01.2009 19:00:00,972.77,3.63,278.99,0.43,79.5,7.93,6.3,1.63,4.04,6.48,1221.3,5.12,7.38,205.9
18.01.2009 19:10:00,972.77,3.65,279.01,0.47,79.6,7.94,6.32,1.62,4.05,6.5,1221.2,5.28,7.0,209.0
18.01.2009 19:20:00,972.91,3.7,279.04,0.49,79.5,7.96,6.33,1.63,4.06,6.51,1221.18,5.08,7.13,208.2
18.01.2009 19:30:00,973.02,3.7,279.03,0.5,79.5,7.97,6.33,1.63,4.06,6.51,1221.3,5.76,7.38,209.4
18.01.2009 19:40:00,973.14,3.72,279.04,0.48,79.3,7.98,6.32,1.65,4.05,6.5,1221.38,6.62,9.5,210.2
18.01.2009 19:50:00,973.39,3.59,278.89,0.48,80.0,7.91,6.32,1.58,4.05,6.5,1222.25,5.68,8.5,212.5
18.01.2009 20:00:00,973.48,3.47,278.76,0.46,80.6,7.84,6.32,1.52,4.05,6.49,1222.91,5.33,8.0,213.0
18.01.2009 20:10:00,973.5,3.5,278.79,0.44,80.3,7.85,6.31,1.55,4.04,6.48,1222.8,6.15,9.13,210.1
18.01.2009 20:20:00,973.63,3.5,278.78,0.42,80.2,7.85,6.3,1.56,4.03,6.47,1222.96,5.28,7.25,209.3
18.01.2009 20:30:00,973.76,3.5,278.77,0.39,80.0,7.85,6.28,1.57,4.02,6.45,1223.15,5.08,7.13,212.0
18.01.2009 20:40:00,974.06,3.44,278.69,0.35,80.1,7.82,6.27,1.56,4.01,6.43,1223.78,4.81,7.75,214.1
18.01.2009 20:50:00,974.4,3.39,278.61,0.3,80.1,7.79,6.24,1.55,3.99,6.41,1224.46,2.47,5.25,222.2
18.01.2009 21:00:00,974.62,3.3,278.5,0.28,80.5,7.74,6.23,1.51,3.99,6.4,1225.13,1.72,2.75,224.6
18.01.2009 21:10:00,974.83,3.24,278.42,0.24,80.6,7.71,6.22,1.5,3.98,6.38,1225.67,1.67,3.13,217.5
18.01.2009 21:20:00,975.08,3.23,278.4,0.23,80.6,7.71,6.21,1.5,3.97,6.37,1226.01,1.52,3.0,220.2
18.01.2009 21:30:00,975.41,3.24,278.38,0.31,81.0,7.71,6.25,1.47,3.99,6.4,1226.37,1.31,2.88,235.6
18.01.2009 21:40:00,975.66,3.26,278.38,0.48,81.9,7.72,6.33,1.4,4.04,6.48,1226.56,1.07,2.75,233.1
18.01.2009 21:50:00,975.86,3.22,278.32,0.54,82.5,7.7,6.35,1.35,4.06,6.51,1226.97,1.92,3.0,241.0
18.01.2009 22:00:00,976.04,3.17,278.25,0.54,82.8,7.67,6.35,1.32,4.06,6.51,1227.45,1.25,2.38,239.2
18.01.2009 22:10:00,976.2,3.13,278.2,0.55,83.1,7.65,6.36,1.29,4.06,6.51,1227.81,1.32,2.75,229.1
18.01.2009 22:20:00,976.37,3.2,278.26,0.46,82.1,7.69,6.31,1.38,4.03,6.47,1227.72,2.59,6.13,226.3
18.01.2009 22:30:00,976.69,3.19,278.22,0.28,81.1,7.68,6.23,1.45,3.98,6.38,1228.22,1.65,2.75,230.9
18.01.2009 22:40:00,976.89,3.23,278.25,0.22,80.5,7.71,6.2,1.5,3.96,6.35,1228.3,1.29,2.25,233.2
18.01.2009 22:50:00,977.12,3.23,278.23,0.11,79.9,7.71,6.16,1.55,3.93,6.3,1228.61,1.26,3.25,213.5
18.01.2009 23:00:00,977.31,3.23,278.21,-0.01,79.2,7.71,6.1,1.6,3.89,6.25,1228.88,1.82,3.75,220.4
18.01.2009 23:10:00,977.55,3.23,278.19,-0.17,78.3,7.7,6.03,1.67,3.85,6.17,1229.24,3.23,5.38,236.1
18.01.2009 23:20:00,977.75,3.18,278.12,-0.38,77.4,7.68,5.94,1.74,3.79,6.08,1229.75,3.26,5.63,229.6
18.01.2009 23:30:00,977.83,3.04,277.98,-0.6,76.9,7.6,5.85,1.76,3.73,5.98,1230.51,2.46,4.88,238.0
18.01.2009 23:40:00,977.92,2.92,277.85,-0.81,76.4,7.54,5.76,1.78,3.67,5.89,1231.21,2.44,6.63,232.7
18.01.2009 23:50:00,978.07,2.9,277.82,-1.0,75.4,7.53,5.68,1.85,3.62,5.8,1231.52,3.75,5.75,236.6
19.01.2009 00:00:00,978.22,2.89,277.79,-1.18,74.5,7.52,5.6,1.92,3.57,5.73,1231.8,3.58,6.0,230.3
19.01.2009 00:10:00,978.5,2.73,277.61,-1.36,74.3,7.44,5.53,1.91,3.52,5.65,1232.89,1.93,4.5,233.3
19.01.2009 00:20:00,978.56,2.51,277.38,-1.51,74.7,7.32,5.47,1.85,3.48,5.59,1233.99,1.63,3.13,240.3
19.01.2009 00:30:00,978.75,2.41,277.27,-1.64,74.5,7.27,5.41,1.85,3.45,5.53,1234.71,2.26,4.75,238.9
19.01.2009 00:40:00,979.0,2.31,277.15,-1.72,74.6,7.22,5.38,1.83,3.43,5.5,1235.48,2.06,3.75,228.0
19.01.2009 00:50:00,979.13,2.16,276.98,-1.79,75.0,7.14,5.35,1.78,3.41,5.47,1236.35,1.92,3.13,228.6
19.01.2009 01:00:00,979.19,1.96,276.78,-1.89,75.5,7.04,5.31,1.72,3.38,5.43,1237.31,1.97,3.13,232.8
19.01.2009 01:10:00,979.24,1.78,276.59,-2.0,75.9,6.95,5.27,1.67,3.36,5.38,1238.22,0.79,2.38,218.1
19.01.2009 01:20:00,979.4,1.57,276.37,-2.09,76.5,6.85,5.24,1.61,3.33,5.35,1239.36,0.36,1.0,354.6
19.01.2009 01:30:00,979.5,1.53,276.33,-2.09,76.7,6.83,5.24,1.59,3.33,5.35,1239.67,0.36,1.0,46.79
19.01.2009 01:40:00,979.56,1.62,276.41,-2.1,76.2,6.87,5.23,1.63,3.33,5.34,1239.35,0.95,1.75,207.9
19.01.2009 01:50:00,979.58,1.55,276.33,-2.19,76.1,6.83,5.2,1.63,3.31,5.31,1239.73,2.2,2.88,215.7
19.01.2009 02:00:00,979.66,1.17,275.95,-2.29,77.6,6.65,5.16,1.49,3.28,5.27,1241.54,2.74,3.63,233.4
19.01.2009 02:10:00,979.66,1.03,275.81,-2.25,78.6,6.58,5.17,1.41,3.29,5.28,1242.18,3.1,3.88,228.2
19.01.2009 02:20:00,979.87,1.03,275.79,-2.27,78.5,6.58,5.17,1.42,3.29,5.27,1242.45,2.36,3.25,221.4
19.01.2009 02:30:00,979.9,1.08,275.84,-2.25,78.3,6.61,5.17,1.43,3.29,5.28,1242.24,2.79,3.5,216.5
19.01.2009 02:40:00,980.01,1.26,276.01,-2.24,77.4,6.69,5.18,1.51,3.29,5.28,1241.6,2.16,3.0,209.8
19.01.2009 02:50:00,980.02,1.1,275.85,-2.38,77.5,6.61,5.13,1.49,3.26,5.23,1242.35,1.2,1.88,204.4
19.01.2009 03:00:00,979.99,0.89,275.64,-2.42,78.4,6.52,5.11,1.41,3.25,5.21,1243.26,0.93,1.63,204.7
19.01.2009 03:10:00,979.96,0.86,275.61,-2.37,78.9,6.5,5.13,1.37,3.26,5.24,1243.34,0.78,1.38,190.5
19.01.2009 03:20:00,979.96,0.88,275.63,-2.38,78.7,6.51,5.13,1.39,3.26,5.23,1243.26,1.2,1.88,218.5
19.01.2009 03:30:00,979.93,1.15,275.91,-2.34,77.4,6.64,5.14,1.5,3.27,5.25,1241.98,1.89,2.5,218.4
19.01.2009 03:40:00,979.85,1.28,276.04,-2.31,76.9,6.7,5.15,1.55,3.28,5.26,1241.31,1.95,2.88,218.4
19.01.2009 03:50:00,979.64,1.39,276.17,-2.2,76.9,6.76,5.19,1.56,3.31,5.3,1240.52,1.5,1.75,204.4
19.01.2009 04:00:00,979.38,1.27,276.07,-2.2,77.6,6.69,5.2,1.5,3.31,5.3,1240.75,1.24,2.0,207.1
19.01.2009 04:10:00,979.38,1.02,275.82,-2.18,79.1,6.58,5.2,1.37,3.31,5.31,1241.84,0.75,1.63,183.6
19.01.2009 04:20:00,979.5,0.78,275.57,-2.26,80.0,6.46,5.17,1.29,3.29,5.28,1243.11,0.27,0.63,76.7
19.01.2009 04:30:00,979.55,0.67,275.45,-2.1,81.6,6.41,5.23,1.18,3.33,5.34,1243.66,0.75,1.5,148.2
19.01.2009 04:40:00,979.55,0.67,275.45,-2.02,82.1,6.41,5.26,1.15,3.35,5.37,1243.65,1.26,2.63,141.3
19.01.2009 04:50:00,979.55,0.79,275.57,-1.97,81.7,6.47,5.28,1.18,3.36,5.39,1243.08,1.05,2.38,168.0
19.01.2009 05:00:00,979.36,0.86,275.66,-1.91,81.6,6.5,5.31,1.2,3.38,5.42,1242.5,1.54,3.25,161.4
19.01.2009 05:10:00,979.21,0.87,275.68,-1.94,81.4,6.51,5.3,1.21,3.37,5.41,1242.27,1.05,1.5,143.6
19.01.2009 05:20:00,979.05,0.85,275.67,-1.9,81.8,6.5,5.31,1.18,3.38,5.43,1242.17,1.14,1.88,201.0
19.01.2009 05:30:00,979.06,1.3,276.13,-1.67,80.5,6.71,5.4,1.31,3.44,5.52,1240.07,2.0,2.5,216.2
19.01.2009 05:40:00,979.16,1.66,276.48,-1.56,79.1,6.89,5.45,1.44,3.47,5.56,1238.58,2.42,3.63,207.5
19.01.2009 05:50:00,979.05,1.67,276.5,-1.6,78.8,6.89,5.43,1.46,3.46,5.55,1238.4,2.25,2.88,208.0
19.01.2009 06:00:00,979.09,1.52,276.34,-1.7,79.1,6.82,5.39,1.42,3.43,5.51,1239.16,2.42,3.25,205.8
19.01.2009 06:10:00,979.11,1.5,276.32,-1.73,79.0,6.81,5.38,1.43,3.42,5.49,1239.27,2.25,3.25,196.1
19.01.2009 06:20:00,979.05,1.42,276.25,-1.84,78.8,6.77,5.34,1.44,3.4,5.45,1239.55,2.71,3.75,207.3
19.01.2009 06:30:00,978.97,1.42,276.25,-2.07,77.5,6.77,5.25,1.52,3.34,5.36,1239.51,3.47,4.5,207.4
19.01.2009 06:40:00,978.84,1.33,276.17,-2.31,76.6,6.73,5.15,1.57,3.28,5.26,1239.8,3.18,4.75,212.3
19.01.2009 06:50:00,978.7,1.27,276.12,-2.53,75.7,6.7,5.07,1.63,3.23,5.18,1239.94,2.91,5.38,201.4
19.01.2009 07:00:00,978.38,1.22,276.1,-2.63,75.4,6.67,5.03,1.64,3.21,5.14,1239.76,2.23,3.63,197.3
19.01.2009 07:10:00,978.23,1.27,276.16,-2.72,74.6,6.7,5.0,1.7,3.18,5.11,1239.37,1.43,2.38,175.2
19.01.2009 07:20:00,978.12,1.13,276.04,-2.82,74.8,6.63,4.96,1.67,3.16,5.07,1239.86,2.25,3.75,188.8
19.01.2009 07:30:00,977.93,1.14,276.06,-2.9,74.3,6.63,4.93,1.7,3.14,5.04,1239.61,2.88,4.88,205.5
19.01.2009 07:40:00,977.82,1.03,275.96,-2.95,74.6,6.58,4.91,1.67,3.13,5.02,1239.97,2.29,3.25,201.2
19.01.2009 07:50:00,977.75,0.82,275.75,-3.05,75.2,6.48,4.88,1.61,3.11,4.99,1240.84,1.87,2.5,203.6
19.01.2009 08:00:00,977.73,0.84,275.77,-3.04,75.1,6.49,4.88,1.62,3.11,4.99,1240.71,2.02,2.88,205.9
19.01.2009 08:10:00,977.7,0.79,275.72,-3.06,75.3,6.47,4.87,1.6,3.1,4.98,1240.94,1.13,1.63,158.7
19.01.2009 08:20:00,977.58,0.41,275.35,-3.08,77.3,6.29,4.86,1.43,3.1,4.98,1242.51,1.73,2.88,178.1
19.01.2009 08:30:00,977.48,0.24,275.19,-3.09,78.2,6.22,4.86,1.35,3.1,4.97,1243.14,2.74,4.13,190.6
19.01.2009 08:40:00,977.26,0.14,275.11,-3.03,79.1,6.17,4.88,1.29,3.11,5.0,1243.3,2.92,3.75,195.8
19.01.2009 08:50:00,977.1,0.58,275.56,-2.78,78.1,6.37,4.97,1.39,3.17,5.09,1241.08,2.6,3.38,192.4
19.01.2009 09:00:00,976.93,0.91,275.9,-2.63,77.1,6.52,5.03,1.49,3.21,5.15,1239.35,2.27,3.38,178.4
19.01.2009 09:10:00,976.66,0.74,275.76,-2.69,77.7,6.45,5.01,1.44,3.2,5.13,1239.76,1.95,3.0,192.1
19.01.2009 09:20:00,976.38,0.69,275.73,-2.54,78.9,6.42,5.07,1.35,3.23,5.19,1239.62,2.24,3.0,203.8
19.01.2009 09:30:00,976.24,0.72,275.77,-2.6,78.3,6.44,5.04,1.4,3.22,5.16,1239.29,1.89,3.38,188.3
19.01.2009 09:40:00,976.02,0.38,275.45,-2.68,79.8,6.28,5.01,1.27,3.2,5.14,1240.56,3.01,4.0,196.7
19.01.2009 09:50:00,975.83,0.44,275.52,-2.46,80.8,6.31,5.09,1.21,3.25,5.22,1240.04,3.22,4.25,191.2
19.01.2009 10:00:00,975.58,0.75,275.85,-2.24,80.3,6.45,5.18,1.27,3.31,5.31,1238.28,2.95,4.38,181.3
19.01.2009 10:10:00,975.33,1.22,276.34,-2.02,78.9,6.67,5.26,1.41,3.36,5.4,1235.8,3.2,4.5,183.9
19.01.2009 10:20:00,974.98,1.46,276.62,-1.89,78.3,6.79,5.32,1.47,3.4,5.45,1234.24,3.09,4.75,185.0
19.01.2009 10:30:00,974.69,1.73,276.92,-1.73,77.7,6.92,5.38,1.54,3.44,5.52,1232.61,3.08,4.38,184.4
19.01.2009 10:40:00,974.55,1.76,276.96,-1.65,78.0,6.94,5.41,1.53,3.46,5.55,1232.29,2.63,4.0,185.9
19.01.2009 10:50:00,974.42,1.91,277.11,-1.49,78.1,7.01,5.48,1.54,3.5,5.62,1231.44,2.78,4.13,188.6
19.01.2009 11:00:00,974.19,2.12,277.35,-1.42,77.3,7.12,5.5,1.62,3.52,5.65,1230.19,3.47,4.88,177.0
19.01.2009 11:10:00,973.89,2.3,277.56,-1.3,77.0,7.21,5.55,1.66,3.55,5.7,1228.96,4.05,6.13,168.6
19.01.2009 11:20:00,973.58,2.47,277.75,-1.2,76.6,7.3,5.59,1.71,3.58,5.74,1227.8,3.58,5.63,177.1
19.01.2009 11:30:00,973.2,2.57,277.88,-1.12,76.5,7.35,5.63,1.73,3.6,5.78,1226.85,2.88,4.5,177.0
19.01.2009 11:40:00,972.83,2.75,278.09,-1.08,75.8,7.45,5.64,1.8,3.62,5.8,1225.59,3.13,5.25,167.7
19.01.2009 11:50:00,972.57,2.96,278.32,-1.09,74.6,7.56,5.64,1.92,3.61,5.8,1224.35,3.39,5.13,172.7
19.01.2009 12:00:00,972.27,3.12,278.51,-1.06,73.9,7.64,5.65,2.0,3.62,5.81,1223.25,3.42,4.63,177.3
19.01.2009 12:10:00,972.22,3.22,278.61,-1.04,73.5,7.7,5.66,2.04,3.63,5.82,1222.73,3.57,5.25,177.7
19.01.2009 12:20:00,972.12,3.27,278.67,-1.1,72.9,7.73,5.63,2.09,3.61,5.79,1222.39,4.08,6.63,178.4
19.01.2009 12:30:00,971.89,3.34,278.76,-1.15,72.3,7.76,5.61,2.15,3.6,5.78,1221.82,4.41,6.25,176.4
19.01.2009 12:40:00,971.59,3.38,278.83,-1.21,71.8,7.79,5.59,2.2,3.59,5.75,1221.27,4.54,7.0,180.3
19.01.2009 12:50:00,971.34,3.49,278.96,-1.37,70.4,7.85,5.53,2.32,3.55,5.69,1220.5,5.77,9.88,182.2
19.01.2009 13:00:00,971.17,3.65,279.13,-1.49,69.0,7.94,5.48,2.46,3.52,5.64,1219.6,5.85,9.25,185.3
19.01.2009 13:10:00,970.77,3.69,279.2,-1.44,69.07,7.96,5.5,2.46,3.53,5.66,1218.93,5.61,8.63,181.9
19.01.2009 13:20:00,970.39,3.66,279.21,-1.38,69.51,7.94,5.52,2.42,3.55,5.69,1218.55,6.31,9.38,181.9
19.01.2009 13:30:00,970.08,3.6,279.17,-1.36,69.91,7.91,5.53,2.38,3.55,5.7,1218.44,4.72,6.75,173.8
19.01.2009 13:40:00,969.84,3.42,279.01,-1.4,70.6,7.81,5.51,2.3,3.54,5.68,1218.93,4.6,6.63,173.7
19.01.2009 13:50:00,969.66,3.42,279.03,-1.34,70.9,7.81,5.54,2.27,3.56,5.71,1218.68,4.98,7.0,178.9
19.01.2009 14:00:00,969.37,3.62,279.26,-1.22,70.5,7.92,5.59,2.34,3.59,5.76,1217.39,5.24,7.13,178.0
19.01.2009 14:10:00,969.17,3.92,279.58,-0.81,71.1,8.09,5.75,2.34,3.7,5.94,1215.75,6.73,9.88,185.1
19.01.2009 14:20:00,968.94,3.96,279.64,-0.45,72.8,8.12,5.91,2.21,3.8,6.1,1215.21,6.48,10.5,183.4
19.01.2009 14:30:00,968.63,3.58,279.27,-0.15,76.5,7.9,6.04,1.86,3.89,6.24,1216.46,6.24,10.25,177.4
19.01.2009 14:40:00,968.55,3.48,279.18,0.04,78.1,7.84,6.12,1.72,3.94,6.32,1216.75,5.59,8.88,172.7
19.01.2009 14:50:00,968.3,3.5,279.22,0.3,79.5,7.85,6.24,1.61,4.02,6.45,1216.3,7.25,9.63,179.3
19.01.2009 15:00:00,968.07,3.43,279.17,0.32,80.0,7.82,6.25,1.56,4.03,6.46,1216.28,7.34,12.0,175.3
19.01.2009 15:10:00,968.0,3.43,279.18,0.39,80.4,7.82,6.29,1.53,4.05,6.49,1216.17,6.77,10.0,179.5
19.01.2009 15:20:00,967.79,3.46,279.22,0.45,80.6,7.83,6.31,1.52,4.07,6.52,1215.79,7.46,11.13,172.9
19.01.2009 15:30:00,967.76,3.36,279.12,0.44,81.1,7.78,6.31,1.47,4.06,6.52,1216.2,6.36,7.75,177.1
19.01.2009 15:40:00,967.64,3.3,279.07,0.45,81.5,7.74,6.31,1.43,4.07,6.52,1216.29,5.35,7.75,179.4
19.01.2009 15:50:00,967.45,3.31,279.1,0.49,81.7,7.75,6.33,1.42,4.08,6.54,1216.01,5.21,7.75,178.1
19.01.2009 16:00:00,967.32,3.41,279.21,0.64,82.0,7.8,6.4,1.4,4.12,6.62,1215.37,5.41,9.63,185.4
19.01.2009 16:10:00,967.14,3.58,279.39,0.68,81.3,7.9,6.42,1.48,4.14,6.64,1214.4,6.18,9.13,179.6
19.01.2009 16:20:00,967.1,3.63,279.45,0.69,81.0,7.93,6.42,1.51,4.14,6.64,1214.1,6.91,9.75,187.7
19.01.2009 16:30:00,967.14,3.64,279.46,0.7,81.0,7.93,6.42,1.51,4.14,6.64,1214.13,7.14,10.63,187.6
19.01.2009 16:40:00,967.15,3.66,279.48,0.75,81.2,7.94,6.45,1.49,4.16,6.67,1214.02,7.08,11.38,190.9
19.01.2009 16:50:00,966.82,3.64,279.49,0.77,81.4,7.94,6.46,1.48,4.17,6.68,1213.68,6.29,8.5,190.0
19.01.2009 17:00:00,966.65,3.59,279.44,0.78,81.8,7.9,6.46,1.44,4.17,6.69,1213.72,6.79,9.75,186.9
19.01.2009 17:10:00,966.49,3.63,279.5,0.79,81.6,7.93,6.47,1.46,4.17,6.69,1213.33,7.03,11.38,184.0
19.01.2009 17:20:00,966.34,3.62,279.5,0.76,81.5,7.92,6.46,1.47,4.17,6.68,1213.19,7.98,10.63,186.2
19.01.2009 17:30:00,966.44,3.57,279.44,0.81,82.1,7.89,6.48,1.41,4.18,6.7,1213.53,7.2,10.38,186.7
19.01.2009 17:40:00,966.58,3.57,279.43,0.88,82.5,7.89,6.51,1.38,4.2,6.74,1213.69,6.23,8.38,186.2
19.01.2009 17:50:00,966.61,3.62,279.48,0.95,82.6,7.92,6.54,1.38,4.22,6.77,1213.49,5.8,8.25,184.5
19.01.2009 18:00:00,966.55,3.63,279.5,1.08,83.3,7.93,6.61,1.32,4.26,6.83,1213.31,6.18,8.63,185.9
19.01.2009 18:10:00,966.6,3.63,279.5,1.19,84.0,7.93,6.66,1.27,4.3,6.89,1213.35,6.25,9.0,188.5
